city,text,sentiment,created_at 
"New York, USA","Direct dye?? balayage?? major project but so worth it!! I have a few openings this week, offering $20 off a color se? https://t.co/5uK2EWi1tu",0,Wed Mar 27 19:17:23 +0000 2019
"Ottawa, Ontario","@AirPlantGifts @icedrainbow ????..yup..he?s a constant source of relaxation and fun. I turn into a little kid when I feed him,",1,Wed Mar 27 19:17:25 +0000 2019
"Ottawa, Ontario",@Winnie4444wiwi @IamAnitah1 Kyogereko,0,Wed Mar 27 19:17:37 +0000 2019
"New York, USA",@KingdomGospelRa Praise God !,0,Wed Mar 27 19:17:38 +0000 2019
"New York, USA","@Jared_Carrabis Yeah ok, but last Century was lit. Including the silent era.",0,Wed Mar 27 19:18:11 +0000 2019
"New York, USA","You can take the girl out of Portugal but you can?t take Portugal out of the girl. 
.
.
#love ?? #lisbon #newhabits? https://t.co/asroOgIPGs",0,Wed Mar 27 19:18:23 +0000 2019
"Ottawa, Ontario",@szeljk Have you met one?,0,Wed Mar 27 19:18:32 +0000 2019
"Ottawa, Ontario","Things to not do in 2019:
?Get on a 747 max
?Get something cuz of anti-vaxers
?Kill weeds
?See snow in July",0,Wed Mar 27 19:18:39 +0000 2019
"New York, USA",@yeshdaddy ENJOY ! https://t.co/Qxtp9B71f8,0,Wed Mar 27 19:18:40 +0000 2019
"New York, USA",@MikeZimmersEars @stephietweets @erica_steussie But I mean is it safe to tell a crazy person their crazy? Or do you? https://t.co/3JegEOYgbm,1,Wed Mar 27 19:18:44 +0000 2019
"Ottawa, Ontario",@Derek_N_NHL @BBProspects98 I suppose you could simply rank guys accoring to point totals..it would eliminate a lot? https://t.co/0YPUKjzprd,1,Wed Mar 27 19:18:48 +0000 2019
"Ottawa, Ontario",@AirPlantGifts @icedrainbow His first table and chair..???? https://t.co/YRevVsxcoU,0,Wed Mar 27 19:18:49 +0000 2019
Canada,"&amp; this is what happened in RasolAlah? time too,
Where a wealthy female was caught red handed stealing &amp; some Ppl tr? https://t.co/PIGjvXWrLz",0,Wed Mar 27 19:18:55 +0000 2019
"New York, USA","@Pauncho_Smith Boots ?
Signature hat ?
Foodie ?
90s alternative music ?
You aren't at Max's level (wears Birkenstoc? https://t.co/CoYCsrZNQs",0,Wed Mar 27 19:19:11 +0000 2019
"Ottawa, Ontario",Johnny sins,0,Wed Mar 27 19:19:12 +0000 2019
"Ottawa, Ontario",@_theek_ (I actually like it more than slack),0,Wed Mar 27 19:19:17 +0000 2019
"New York, USA",@sheimkelly thank you sue and for being there this past year!! appreciate it so much- look forward to seeing you next week,0,Wed Mar 27 19:19:17 +0000 2019
"New York, USA",Bout time.,0,Wed Mar 27 19:19:34 +0000 2019
"New York, USA","Nobody:
Ryan:",0,Wed Mar 27 19:19:39 +0000 2019
"New York, USA",Cleared: Construction on #I81 Both directions from Exit 15 - US 11; US 20; LaFayette to Exit 16A - I-481,0,Wed Mar 27 19:19:47 +0000 2019
"New York, USA",The Eagles should offer a 3rd for Rosen.,0,Wed Mar 27 19:19:48 +0000 2019
Canada,@RTMcFadyen This is insanity - no one has seen the report. Rubbish pseudo-journalism and very pro-Trump.,0,Wed Mar 27 19:19:59 +0000 2019
"Ottawa, Ontario","The Aron Theatre presents:

***CAPTAIN MARVEL***

FRIDAY, MARCH 29 to TUESDAY, APRIL 2 at 7:00 pm
MATINEE: SUNDAY,? https://t.co/Yoct4tEIUK",1,Wed Mar 27 19:20:06 +0000 2019
"New York, USA",Need to start using our tax money more efficiently! There should be plenty of money to install elevators and keep t? https://t.co/AZOtjG3syu,1,Wed Mar 27 19:20:21 +0000 2019
"New York, USA","Damn, that shit hurt",1,Wed Mar 27 19:20:23 +0000 2019
"Ottawa, Ontario",@icedrainbow @AirPlantGifts It was raining and I wanted to keep him dry while he enjoyed his pumpkin seeds..?? https://t.co/FZjid7qYwP,0,Wed Mar 27 19:20:24 +0000 2019
"Ottawa, Ontario","@iconovoxx I swear every time I hear that Ruszkowski's voice, I have to change the station. The arrogance and conde? https://t.co/gKeq0XCHMc",0,Wed Mar 27 19:20:26 +0000 2019
"New York, USA",when u havent messaged back on IG in 2 days and then she unfollows u https://t.co/Xj06s6fbxy,0,Wed Mar 27 19:20:29 +0000 2019
"New York, USA",@RetropolisZone Sonic 3 QDCI WEN?,0,Wed Mar 27 19:20:38 +0000 2019
"Gatineau, Qu?bec",??,0,Wed Mar 27 19:20:38 +0000 2019
"New York, USA",Accident in #Rush on I 390 NB at Rt-251 #traffic https://t.co/0wsFrm9588,0,Wed Mar 27 19:20:47 +0000 2019
Canada,@CTVNews *She*,0,Wed Mar 27 19:21:03 +0000 2019
"New York, USA","What Tends to Be: The Philosophy of Dispositional Modality 

By @ranilillanjum and @SDMumford? https://t.co/wAsFYDtot9",0,Wed Mar 27 19:21:18 +0000 2019
"New York, USA",nothing I love more than driving with the windows down listening to country music,0,Wed Mar 27 19:21:20 +0000 2019
"New York, USA",@Pauncho_Smith I think you get some lesbian energy points just for living in Gaynesville (wouldn't count if you wer? https://t.co/dbTg1nVWpK,0,Wed Mar 27 19:21:28 +0000 2019
"Ottawa, Ontario",@kisoumcg Yes ma?am,0,Wed Mar 27 19:21:29 +0000 2019
"Ottawa, Ontario","In the blink of an eye, everything can change. So love with all your heart because you may never know when you may? https://t.co/aFD1o8EwAq",0,Wed Mar 27 19:21:29 +0000 2019
"New York, USA",@yeshdaddy https://t.co/4dHgcKh5Nv,0,Wed Mar 27 19:21:44 +0000 2019
Canada,"@Awan_MalikHamza @OfficialHanzala Aisi Ki Tesy Uski 
Chor Dako Hay Wo .... 
HARAM KHOR Apko Itna Pasand Hay ??????",0,Wed Mar 27 19:21:51 +0000 2019
"Ottawa, Ontario","@JonWardo ?Tweets are my own?
Damn, really?",0,Wed Mar 27 19:21:54 +0000 2019
Canada,@EdwardLMurphy Montreal Smoked Meat sandwich &gt; (Also Montreal Bagels &gt; ),0,Wed Mar 27 19:22:13 +0000 2019
"New York, USA",Feel like I'm back in nursing school and having to teach myself how to do things to be successful,1,Wed Mar 27 19:22:20 +0000 2019
"Ottawa, Ontario",We currently don?t have phone or internet @ClubLink,0,Wed Mar 27 19:22:25 +0000 2019
"Ottawa, Ontario",@seanhannity https://t.co/3m7RH9wZ5T,0,Wed Mar 27 19:22:28 +0000 2019
"New York, USA",@DiscoGeesus I feel this very deeply bc I am returning to full-time work this May (after having to go to part-time/? https://t.co/DwkLKbscyD,1,Wed Mar 27 19:22:35 +0000 2019
Canada,"@cutesatan @UdarOfficial Allah say Derain Bas !!
Allah Apka Neghbaan Hay 100%",0,Wed Mar 27 19:22:41 +0000 2019
"New York, USA",Jk. $60 ??,0,Wed Mar 27 19:22:51 +0000 2019
"Ottawa, Ontario","@Derek_N_NHL @BBProspects98 Kaliyev's size, smarts, puck skills and shot are going to enable him to, at the very le? https://t.co/O0HtYpmjgJ",0,Wed Mar 27 19:23:01 +0000 2019
"Ottawa, Ontario","@CFRASnow Well they do employ a lot of Canadians and it is all about jobs, jobs, jobs. Apparently that is what gove? https://t.co/Xvtj0MZBya",0,Wed Mar 27 19:23:01 +0000 2019
Canada,"@Awan_MalikHamza @OfficialHanzala This is what happened in RasolAlah? time too,
Where a wealthy female was caught r? https://t.co/BuJbvPiSI0",0,Wed Mar 27 19:23:12 +0000 2019
"Ottawa, Ontario",@realDonaldTrump https://t.co/5xHJqrMdG3,0,Wed Mar 27 19:23:24 +0000 2019
"New York, USA","Part 2 of our exploration of this #abandoned Borscht Belt hotel is now on #Youtube! 
???? Check it out:? https://t.co/8qslIAhI7h",0,Wed Mar 27 19:23:27 +0000 2019
"Ottawa, Ontario",@icedrainbow @AirPlantGifts I see him dozens of times..and I never tire of my interactions.. I post about home every day here and on my IG,0,Wed Mar 27 19:23:31 +0000 2019
"New York, USA",A Palestinian woman https://t.co/TzMYFEUqNU,0,Wed Mar 27 19:23:33 +0000 2019
"Ottawa, Ontario","@theBicyKyle @jen_keesmaat Please!

But you keep all your MPPs!",0,Wed Mar 27 19:23:45 +0000 2019
"New York, USA",@isabellaguido1 @thegreenranger_ @ginadawn98 #goals,0,Wed Mar 27 19:24:02 +0000 2019
"New York, USA",@DiscoGeesus I AM!,0,Wed Mar 27 19:24:35 +0000 2019
Canada,"@EdwardLMurphy 100000000000000% yes, Sorry but putting sesame seads on round  bread does not make them a bagel",0,Wed Mar 27 19:24:37 +0000 2019
"New York, USA",Why do 90% of drivers turn their asshole up to 100% when they hit the thruway in Western #NewYork ?,1,Wed Mar 27 19:24:39 +0000 2019
"Ottawa, Ontario","@Papa_613 @iconovoxx Maybe if I were a true fan, yes, but I am not.",0,Wed Mar 27 19:24:46 +0000 2019
"Ottawa, Ontario",@icedrainbow @AirPlantGifts He?ll crawl right up into my hand and sit while I feed him.. he?s great for my soul..,0,Wed Mar 27 19:24:48 +0000 2019
"Ottawa, Ontario",@realDonaldTrump https://t.co/Xjkquasaw7,0,Wed Mar 27 19:24:52 +0000 2019
"Ottawa, Ontario",@JayAndDan He seems satisfied with the last one.,0,Wed Mar 27 19:24:59 +0000 2019
"Ottawa, Ontario",Parliaments all over the world are discussing #MyalgicEncephalomyelitis as well as funding research.  Here is yet a? https://t.co/vPbViYTP2P,0,Wed Mar 27 19:25:02 +0000 2019
"New York, USA",@xHardlyNormal https://t.co/gVye3t9DCj,0,Wed Mar 27 19:25:17 +0000 2019
"Gatineau, Qu?bec","CE SOIR / 
TONIGHT

AXEN?O7 est ouvert jusqu'? 21h / AXEN?O7 is open until 9PM

?

S?bastien Cliche, Les Entretiens? https://t.co/aNFDTXgZsx",0,Wed Mar 27 19:25:23 +0000 2019
"New York, USA","Turning Stone Resort Casino is hiring in #Verona, NY! Read about our latest #Hospitality job opening via the link i? https://t.co/gSYudpMgYW",0,Wed Mar 27 19:25:25 +0000 2019
"Ottawa, Ontario",@AirPlantGifts @icedrainbow ??,0,Wed Mar 27 19:25:26 +0000 2019
"Nova Iorque, USA","The founder of a #spyware company said #hacking journalists' #phones to get to terrorists is a decision ""? https://t.co/41M0Jdvq6s",0,Wed Mar 27 19:25:58 +0000 2019
"New York, USA","@MikeZimmersEars @erica_steussie @stephietweets Awww, hi Erica!! https://t.co/mR1crU53L5",0,Wed Mar 27 19:25:58 +0000 2019
Canada,@Awan_MalikHamza @OfficialHanzala So The precedent has been set by our most precious Mohammad RasolAllah SalalahoWa? https://t.co/B0ZdvkW7Uu,0,Wed Mar 27 19:26:01 +0000 2019
"New York, USA",AYE TANYIA want ya nails done ?,0,Wed Mar 27 19:26:08 +0000 2019
"New York, USA",@katy_fit Uncle Rico https://t.co/S5sCaAan9S,0,Wed Mar 27 19:26:09 +0000 2019
"Ottawa, Ontario","Though I'm no longer actively involved on Venezuela files, I do continue to see the terrific reporting and analysis? https://t.co/EtbJdfQQIg",0,Wed Mar 27 19:26:17 +0000 2019
Canada,"@cutesatan @UdarOfficial ?
????????????? ??????? ??????? ????????????? ??????? ??????? ????? ????????? ???????? ???? https://t.co/sZZQqV4hV8",0,Wed Mar 27 19:26:31 +0000 2019
"New York, USA",My ?fuck You? game is stronger than you ever imagined possible??,1,Wed Mar 27 19:26:35 +0000 2019
"Ottawa, Ontario",??,0,Wed Mar 27 19:26:37 +0000 2019
"Ottawa, Ontario",Thank you for your visit! @ocdsb,0,Wed Mar 27 19:26:44 +0000 2019
"New York, USA",@MikeZimmersEars @stephietweets @erica_steussie ?????? https://t.co/TDZQ1ZtKii,0,Wed Mar 27 19:26:47 +0000 2019
"New York, USA",Thanks so much!  Great to be included!,0,Wed Mar 27 19:26:52 +0000 2019
"New York, USA",@ryanniroo ???? I luv you,0,Wed Mar 27 19:26:54 +0000 2019
"Ottawa, Ontario","@AlgonquinGuy It?s paddling on it. Basically, if I follow a canoe route across it it counts. As for Billy and Shall? https://t.co/SigDvPRvwx",0,Wed Mar 27 19:27:09 +0000 2019
Canada,"@Awan_MalikHamza @OfficialHanzala This is what ??Pakistan???? is made for ok
? ????? ???? ?? ?????? ?????? ???? ? ???? https://t.co/SgyKuacdRE",0,Wed Mar 27 19:27:09 +0000 2019
Canada,"@EdwardLMurphy If you know bagles, its a pretty mild take, but I do understand the New Yorker in you not being able to understand this",0,Wed Mar 27 19:27:20 +0000 2019
"Nueva York, USA",@Chris_Montz Juventud En Extasis?? Recuerdo que por ese libro tuve un problemota con mi primera novia. por alla en? https://t.co/XXOt71PRV4,0,Wed Mar 27 19:27:23 +0000 2019
"New York, USA",@cfraser513 Thanks Christina!,0,Wed Mar 27 19:27:25 +0000 2019
"New York, USA",Aka me on my porch when it?s sunny ??,0,Wed Mar 27 19:27:35 +0000 2019
"Ottawa, Ontario",@szeljk You?re awesome.,0,Wed Mar 27 19:27:48 +0000 2019
Canada,"@Awan_MalikHamza @OfficialHanzala @ImranKhanPTI ?
??????????? ???? ????????
????? ??????? ??????? ?????
?
???? ????? https://t.co/70Qg1bsZWo",0,Wed Mar 27 19:28:14 +0000 2019
"New York, USA",@BobBurg I'll return the follow!  It'll be fun to see you over there Bob! ??,0,Wed Mar 27 19:28:25 +0000 2019
"New York, USA",@QuecianaWalton @Bailey_Coons10 ironic ??,0,Wed Mar 27 19:28:40 +0000 2019
"New York, USA",Absolutely fabulous,0,Wed Mar 27 19:28:42 +0000 2019
"Ottawa, Ontario","I want to be on this #kayak right now! 

Outtake From ""The Waterway"" series
#Ottawa River, Sep 2018
? Blazej Marcza? https://t.co/oKm4rJN3bK",0,Wed Mar 27 19:28:46 +0000 2019
Canada,"@cutesatan @UdarOfficial ?
"" ??? ???????? ????????? ??????? ??? ????????? ??????? ??????????? ??????????? ?????????? https://t.co/18ESNvch9V",0,Wed Mar 27 19:28:57 +0000 2019
"Ottawa, Ontario",The entire @StIsidoreOCSB community will miss you Mr. Scott!  @StAnneOCSB is lucky to have you ??,0,Wed Mar 27 19:29:02 +0000 2019
"New York, USA",@Sgtcrack @YachtClubGames WHAT THE FUCK IS THIS??!!?? These my shovel knight boys. Everything they make is gold!,1,Wed Mar 27 19:29:07 +0000 2019
"New York, USA","@DiscoGeesus My field office requires that you do your internship Mondays and Tuesdays, so there goes, you know, ha? https://t.co/uq9NxbgPLa",0,Wed Mar 27 19:29:10 +0000 2019
"New York, USA",@buffalobills ?????? that?s my coach!!! https://t.co/HY3wnnD78U,0,Wed Mar 27 19:29:15 +0000 2019
"New York, USA","chazy, New York - $844,000 CAD https://t.co/wDWG1NOZ2n https://t.co/XXnciSKXfM",0,Wed Mar 27 19:29:27 +0000 2019
"Ottawa, Ontario",@Derek_N_NHL @BBProspects98 With a player like Kaliyev where there are skating and effort concerns (for me..strong? https://t.co/t7fbWXHqrv,0,Wed Mar 27 19:29:32 +0000 2019
"Ottawa, Ontario","If jobs with titles like ""Utility"" sound appealing to you, follow us to hear about these types of opportunities in #Ottawa, ON. #Utility",0,Wed Mar 27 19:29:33 +0000 2019
"New York, USA",xbox cost more than .......... lol ok.,1,Wed Mar 27 19:29:36 +0000 2019
"Ottawa, Ontario",mon chargeur aussi rend l'ame. est ce que quelque chose peut aller du bon sens en ce jour?,0,Wed Mar 27 19:29:39 +0000 2019
"New York, USA","@Radshyguy @DoggyGaming4K @Ninten_Omega git rekt, lib
Braxton DESTROYS RadLeftistGuy With FACTS &amp; LOGIC ????",0,Wed Mar 27 19:30:00 +0000 2019
"Ottawa, Ontario",@icedrainbow @AirPlantGifts Namaste Tom...from me n Lil Dude https://t.co/vlmmI30gO7,1,Wed Mar 27 19:30:11 +0000 2019
"New York, USA",What a tease..,0,Wed Mar 27 19:30:20 +0000 2019
"Ottawa, Ontario",@MoniqueCadieux @MmeDrumm @Victory_ps Interesting that we both started with inquiry based learning and now we are e? https://t.co/qnsHTlYlhV,0,Wed Mar 27 19:30:55 +0000 2019
Canada,"Five years goes by quickly... via @globedrive @globeandmail
How to travel North America by car - and get paid for i? https://t.co/5hhmxaC6WX",1,Wed Mar 27 19:31:08 +0000 2019
"New York, USA",when i pull up on my opps block,0,Wed Mar 27 19:31:22 +0000 2019
"New York, USA",????????,0,Wed Mar 27 19:31:28 +0000 2019
"New York, USA",@BradFieldWx Weather = opportunity,0,Wed Mar 27 19:31:31 +0000 2019
"Ottawa, Ontario",@Nicole_Smartt Fortuna!,0,Wed Mar 27 19:31:42 +0000 2019
"New York, USA","If you're looking for work in #Rochester, NY, check out this job: https://t.co/nhmSBciY8j #Healthcare",0,Wed Mar 27 19:31:46 +0000 2019
"New York, USA",@TheJokerJB Alcohol #itstrue,0,Wed Mar 27 19:31:46 +0000 2019
"New York, USA","@TylerDBrooke @AllbrightNFL I know, complete hack. I bet he wouldn?t ever admit he was wrong OR donate 100$ per to? https://t.co/ulwEQfQ24b",1,Wed Mar 27 19:31:47 +0000 2019
"New York, USA",Not Nemo?s mom!!! ??,0,Wed Mar 27 19:31:47 +0000 2019
"Ottawa, Ontario",@MarcMethot3 @ctvottawa @saltfreecanada This is a good question,0,Wed Mar 27 19:32:15 +0000 2019
"Ottawa, Ontario",Nothing like a 50% reduction sticker on a beautiful rib roast! $20!!! @ Macnab Kitchen https://t.co/sqNcWB1EhD,0,Wed Mar 27 19:32:37 +0000 2019
"Ottawa, Ontario",@authorlatrice @MBWorkhouse @AuthorPrime01 @WriterOnRetreat @AuthorEHNight @alleycat579 @KimMichelleRos1? https://t.co/dIMySekJ2v,0,Wed Mar 27 19:32:42 +0000 2019
"Ottawa, Ontario",@AirPlantGifts @icedrainbow Just spreading the love and kindness..???????,0,Wed Mar 27 19:32:42 +0000 2019
"Ottawa, Ontario",@simonsnake70 @MarvelousMart So - get rid of valuable veterans and take on  bad contracts.  Yep..sounds like the ke? https://t.co/6w4wo9ftf9,1,Wed Mar 27 19:32:45 +0000 2019
"New York, USA",TONIGHT! #WCW at @bombersburritos 8PM with DJ Inappropriate #ladiesnight #albany #capitalregion #free? https://t.co/S6vSnt7YJs,0,Wed Mar 27 19:32:47 +0000 2019
"Ottawa, Ontario",@Mattea1996 2,0,Wed Mar 27 19:32:47 +0000 2019
"New York, USA",@NickSpano Well they still wouldn?t have Odell.,0,Wed Mar 27 19:32:58 +0000 2019
"New York, USA","@NinaWest The morning announcements at my middle school always ended with ?make it a great day, or not, the choice is yours!?",0,Wed Mar 27 19:33:06 +0000 2019
"New York, USA",Lmfao mood,1,Wed Mar 27 19:33:17 +0000 2019
"New York, USA","Here's the thing about the #JussieSmollett situation.  Anyone else notice that during the past two days, hardcore R? https://t.co/g1rou3Cw0P",1,Wed Mar 27 19:33:34 +0000 2019
Canada,"@EdwardLMurphy Spicy bagel? Not sure what that's all about. 
Why do you dislike NYC, it's my favourite place to visit.",0,Wed Mar 27 19:33:44 +0000 2019
"New York, USA",2.5s are desperate c?mon people,0,Wed Mar 27 19:33:54 +0000 2019
"Ottawa, Ontario",@Scaramoo1 @CTVNews Why they have done Zip-a-dee-doo-dah on the other hand Trudeau as LIED to Canadians plus he is? https://t.co/rSWUpk6RTb,0,Wed Mar 27 19:34:10 +0000 2019
"New York, USA",mood but ayo u got a dick ?,1,Wed Mar 27 19:34:15 +0000 2019
"New York, USA",Accident in #Hilton on Curtis Rd Both EB/WB at Lighthouse Rd #traffic https://t.co/0wsFrm9588,0,Wed Mar 27 19:34:28 +0000 2019
"New York, USA",#winewednesday #FLX #spring ???? @ White Springs Winery https://t.co/YFsVwSuZVg,0,Wed Mar 27 19:34:30 +0000 2019
"New York, USA","@annmariewathen Girl don?t get me started on you. ??
But in all seriousness, everyone should see a therapist. It?s g? https://t.co/71TBRu1gND",0,Wed Mar 27 19:34:33 +0000 2019
"Ottawa, Ontario",Twitter shouldn?t be free ????????,0,Wed Mar 27 19:34:38 +0000 2019
"Ottawa, Ontario",@icedrainbow @AirPlantGifts We?ll do a special video for you in the days to come..??,0,Wed Mar 27 19:34:38 +0000 2019
"Gatineau, Qu?bec",@Denise13F i think you should try denise,0,Wed Mar 27 19:34:40 +0000 2019
"Ottawa, Ontario","Doing things that suck everyday will help build up your resilience. 

Start your morning routine with a cold shower? https://t.co/3YCYy76ZA0",0,Wed Mar 27 19:34:42 +0000 2019
"New York, USA","Where was this when Ben and Noel were on @bastardspod with @IwriteOK?

https://t.co/V8m0fIvWe2",0,Wed Mar 27 19:34:50 +0000 2019
"Ottawa, Ontario","@AirPlantGifts @icedrainbow This makes me sooo happy .. thank you, glad I could give you a smile.",0,Wed Mar 27 19:35:21 +0000 2019
"Ottawa, Ontario","Don't submit then quit. Apply for jobs like ""Customer Service representative - Biilingual"" at Thermo Fisher Scienti? https://t.co/TBPlYaWbkS",0,Wed Mar 27 19:35:25 +0000 2019
"New York, USA",Shoutout to this 2nd grade scholar reading to his class and reading it loud and proud. Amazing! ????????????????? https://t.co/f34HH3M2oG,0,Wed Mar 27 19:35:38 +0000 2019
"New York, USA",Who's ready for some #GameOfThrones? @Schrecko looks like he's raising an army of #whitewalkers in this ????  #PHL? https://t.co/GvoEKJKVpF,0,Wed Mar 27 19:35:54 +0000 2019
"New York, USA",I earned a badge for bookmarking my audiobooks like a boss. Join in the fun with a free Audible trial.: https://t.co/E3iyfJeQAt,0,Wed Mar 27 19:35:57 +0000 2019
"New York, USA",@37_bradley @BillKristol Newly released footage of #Barr's staff reviewing the #MuellerReport. https://t.co/jz3O0PANEa,0,Wed Mar 27 19:36:12 +0000 2019
"Ottawa, Ontario",@Cha_Linds @CTVNews @JustinTrudeau are you serious ?,0,Wed Mar 27 19:36:14 +0000 2019
"Gatineau, Qu?bec",@go_jos_go @JdeMontreal c'est vrai que c'est deux la ont la v?rit? infuse...ensemble a genou dans leur chambre Dieu leur demande conseil????????,0,Wed Mar 27 19:36:21 +0000 2019
"New York, USA",@TheMightyEROCK I love how we basically have a gentleman?s agreement with the Titans fans to vote for each other and meet in the finals.,0,Wed Mar 27 19:36:27 +0000 2019
Canada,@HunterZThompson you are bang on Mitch. Does the room now Byron two points tomorrow? sigh. .630 with him .480 without,0,Wed Mar 27 19:36:40 +0000 2019
"Nueva York, USA",Terminamos la segunda fecha para la sede de Nueva York de la 3ra Jornada de Expedici?n de Licencias de Conducir del? https://t.co/6D8HggSadk,0,Wed Mar 27 19:36:41 +0000 2019
Canada,@sherin0409 ?????????? ????????? ???? ???,0,Wed Mar 27 19:36:55 +0000 2019
"Ottawa, Ontario",@BBProspects98 @Derek_N_NHL Whenever I've seen him in Ottawa he has been extremely underwhelming.  If that's what t? https://t.co/INKhIdETYk,0,Wed Mar 27 19:37:00 +0000 2019
"New York, USA","@MJCC1987 @DonnaCupp @NBCNews @NBCOUT Actually, it will be more of a problem, won't it?",0,Wed Mar 27 19:37:10 +0000 2019
"Ottawa, Ontario","@RachelBendayan Let's get your opinion on Mr. Omar Khadr, our Ten Million man???????????",0,Wed Mar 27 19:37:14 +0000 2019
"New York, USA",@RepBrindisi @binghamtonu Thank you for all you do representing our district!,0,Wed Mar 27 19:37:14 +0000 2019
"New York, USA","@NFLonFOX @nyjets @Panthers @JCellamare @TdC8_tune @ndjdm hey guys, you may want to fix this.",0,Wed Mar 27 19:37:21 +0000 2019
"New York, USA","@etuckerAP NO

You don't get to remove OTHER information...thats not how this works.",0,Wed Mar 27 19:37:34 +0000 2019
"Ottawa, Ontario","Super insight and research on PM, it?s an ongoing dialogue vice a once a year rating. So much upside.",0,Wed Mar 27 19:37:34 +0000 2019
"Ottawa, Ontario","@VaughnFry @trai_all @summerbrennan But genre label is how people buy and find books, so it does matter. If women's? https://t.co/FGRu1Oph4K",1,Wed Mar 27 19:37:55 +0000 2019
"New York, USA",To All My #BHSisters &amp; #BHFamily I wish you a Happy #HUMP Day!!! https://t.co/qqk2OKsJv7,0,Wed Mar 27 19:38:10 +0000 2019
"New York, USA",Know your rights!!!,0,Wed Mar 27 19:38:18 +0000 2019
"Nueva York, USA","@Chris_Montz Ve y te gusto? Yo lo lei en esa epoca, la verdad no se que interpretacion le daria ahora a mis 36. Lo? https://t.co/GfgFgJ3djl",0,Wed Mar 27 19:38:24 +0000 2019
"New York, USA",@Ericsson_Marcus @Sean_kelly17 @IndyCar https://t.co/rK0EFDVyi4,0,Wed Mar 27 19:38:35 +0000 2019
"New York, USA",he better than me bc it wouldve been violence.,0,Wed Mar 27 19:38:37 +0000 2019
"Ottawa, Ontario",@AlgonquinGuy I will say that I?m much more open to the idea of the portage and visit qualification than I used to? https://t.co/MM8Wz0RjKE,0,Wed Mar 27 19:38:42 +0000 2019
"New York, USA",Incident on #I90 EB at Exit 3; State Office Campus https://t.co/KJGxPVTLPx,0,Wed Mar 27 19:38:50 +0000 2019
Canada,"According to a recent survey by Envoy Global, 60% of US companies view Canada?s immigration policy as better than t? https://t.co/NrEJa48UkV",0,Wed Mar 27 19:39:00 +0000 2019
"Ottawa, Ontario",@WEMOcares I cant. Same modem when I switched from telephone line dsl to fibre opital line the route settings is go? https://t.co/qXraAiPdbj,1,Wed Mar 27 19:39:04 +0000 2019
"New York, USA",this isnt a dream this a whole nightmare ??????,0,Wed Mar 27 19:39:23 +0000 2019
"Ottawa, Ontario","If you're looking for work in #Ottawa, ON, check out this #Retail job via the link in our bio: Assistant Manager (P? https://t.co/mhOZ91NXit",0,Wed Mar 27 19:39:27 +0000 2019
"New York, USA",@BeckyLynchWWE U know that?s right @BeckyLynchWWE,0,Wed Mar 27 19:39:50 +0000 2019
"New York, USA","Don't submit then quit. Apply for jobs like ""Physician Assistant or Nurse Practitioner (APP) - Part Time"" at Highla? https://t.co/FVDTC1VBAS",0,Wed Mar 27 19:39:56 +0000 2019
"Ottawa, Ontario",@artinjest @nunavutottawa @ArtsNetOttawa @closalguero @MASConline @ONTrillium @OttCommFdn @HappeningOttawa? https://t.co/EUCRikehKz,0,Wed Mar 27 19:40:03 +0000 2019
"New York, USA","""Hello, 911? I'd like to report a murder.""
#Burn
@Rufus_Legacy",0,Wed Mar 27 19:40:09 +0000 2019
"New York, USA","??My guys?? ???? #ArmyProud #ArmyWife #ArmyMom &lt;&lt;&lt; but I ?? All branches of our military!!! 
??Go to my business Facebo? https://t.co/6jXCTR2eaW",1,Wed Mar 27 19:40:22 +0000 2019
"Ottawa, Ontario","Ottawa es  hermosa y  vale la pena visitarla m?nimo una vez en la vida, hoy te comparto algunos impresindibles en e? https://t.co/dVKBxpgVlL",0,Wed Mar 27 19:40:24 +0000 2019
"New York, USA",I would love to show you my #listing at 1379 State Route 30 #Wells #NY  #realestate https://t.co/3Yb0eFFze8,0,Wed Mar 27 19:40:27 +0000 2019
"Ottawa, Ontario","This job is now open at TJX Companies, Inc. in #Ottawa, ON. Follow us and turn on mobile alerts to hear about jobs? https://t.co/nLL4Uj8ivT",0,Wed Mar 27 19:40:28 +0000 2019
"Ottawa, Ontario",????????????????,0,Wed Mar 27 19:40:33 +0000 2019
"New York, USA",@hannahdaccurzio Thank you so much Hannah:)!!!!!,0,Wed Mar 27 19:40:40 +0000 2019
"New York, USA","@VuduSupport I literally just read my second email RE: the Ultraviolet library closing. I have over 2,228 titles th? https://t.co/JfgIRy8rd8",1,Wed Mar 27 19:40:48 +0000 2019
"New York, USA",@WhiteHouse https://t.co/y7rQsU9G7d,0,Wed Mar 27 19:41:08 +0000 2019
"Ottawa, Ontario","@TeaByLDC That?s so sweet my friend, thank you! ??????",0,Wed Mar 27 19:41:26 +0000 2019
"New York, USA","CVS Health is hiring in #Chemung, NY! Click the link in our bio to apply: Rx Order SelectorDistribution #SupplyChain",0,Wed Mar 27 19:41:48 +0000 2019
"Ottawa, Ontario",@AJLoCascio Do you mean.. like.. early access? Or some intense level of secret private access? I need further context my good man!,0,Wed Mar 27 19:41:53 +0000 2019
"New York, USA",We are extremely excited for the @NCRHA Nationals in April! @bgiceplex @RIT_Roller #visitroc #rocsportsny https://t.co/xF6U3fEC0g,0,Wed Mar 27 19:41:59 +0000 2019
